time,seconds_elapsed,z,y,x
1701978670337737700,0.09673779296875,-0.3201017379760742,-0.18659305572509766,-0.2826721668243408
1701978670354731800,0.113731689453125,0.07808113098144531,-0.4075450897216797,-0.21974289417266846
1701978670371717600,0.130717529296875,0.3146390914916992,-0.5456216335296631,-0.0755472183227539
1701978670388711200,0.147711181640625,0.21644306182861328,-0.5552058219909668,-0.10690486431121826
1701978670405696000,0.164696044921875,-0.11724090576171875,-0.49986982345581055,-0.2896401882171631
1701978670422689000,0.18168896484375,-0.5501480102539062,-0.5184035301208496,-0.4582083225250244
1701978670439679700,0.1986796875,-0.8004646301269531,-0.530510663986206,-0.6164408922195435
1701978670456666000,0.215666015625,-0.9694805145263672,-0.6258068084716797,-0.7137618064880371
1701978670473666300,0.232666259765625,-0.9762363433837891,-0.6744370460510254,-1.1337708234786987
1701978670490636800,0.24963671875,-1.2382421493530273,-0.7144608497619629,-1.616255283355713
1701978670507630600,0.266630615234375,-1.485501766204834,-0.8506405353546143,-2.2336249351501465
1701978670524632000,0.283632080078125,-1.5919718742370605,-1.1110684871673584,-2.7482073307037354
1701978670541615900,0.300615966796875,-1.7576885223388672,-1.5657418966293335,-2.924532413482666
1701978670558608100,0.317608154296875,-1.7153172492980957,-2.025911331176758,-3.353877544403076
1701978670575594500,0.334594482421875,-1.7185630798339844,-2.6705265045166016,-4.101234436035156
1701978670592587000,0.3515869140625,-1.6666173934936523,-3.5754733085632324,-5.1034464836120605
1701978670609577500,0.368577392578125,-1.767439842224121,-4.531970500946045,-5.988208770751953
1701978670626564000,0.385564208984375,-2.322448492050171,-4.920244216918945,-6.939251899719238
1701978670643553300,0.40255322265625,-3.7656707763671875,-6.142409801483154,-5.826353549957275
1701978670660550000,0.4195498046875,-4.284523010253906,-6.479029655456543,-4.106302261352539
1701978670677531600,0.43653173828125,-2.2232298851013184,-5.69367790222168,-3.1529698371887207
1701978670694517200,0.453517333984375,-0.18095612525939941,-4.81194543838501,-2.504683494567871
1701978670711511000,0.470510986328125,-0.13364681601524353,-3.5059914588928223,-1.5498414039611816
1701978670728510700,0.4875107421875,-1.6970393657684326,-2.843656063079834,0.5585441589355469
1701978670745478700,0.504478759765625,-3.2962591648101807,-2.263533592224121,2.9152612686157227
1701978670762485000,0.521485107421875,-2.8397583961486816,-1.631713628768921,4.7906904220581055
1701978670779475500,0.538475341796875,0.18625175952911377,-0.6542750597000122,3.6760244369506836
1701978670796462000,0.555462158203125,2.7521228790283203,-0.005503848195075989,2.4671096801757812
1701978670813453000,0.572453125,3.7715091705322266,0.36706340312957764,2.2874155044555664
1701978670830445800,0.58944580078125,3.6162209510803223,0.7631835341453552,2.3598365783691406
1701978670847430700,0.6064306640625,2.606625556945801,0.8934478163719177,2.763917922973633
1701978670864424400,0.623424560546875,1.2966864109039307,1.0591849088668823,2.9681787490844727
1701978670881412400,0.640412353515625,0.36934351921081543,1.5639121532440186,2.8852787017822266
1701978670898405000,0.657405029296875,-0.04155236482620239,1.752416968345642,2.369023323059082
1701978670915389700,0.6743896484375,-0.27483898401260376,1.6222319602966309,1.7424488067626953
1701978670932382700,0.6913828125,-0.5461174249649048,1.4533809423446655,1.043609619140625
1701978670949373400,0.70837353515625,-1.0437968969345093,1.3183503150939941,0.3443470001220703
1701978670966360000,0.725360107421875,-1.6825788021087646,1.457524299621582,-0.25061607360839844
1701978670983351300,0.742351318359375,-2.379704475402832,1.7070640325546265,-0.5324525833129883
1701978671000343800,0.75934375,-2.5650675296783447,2.379977226257324,-0.3886375427246094
1701978671017328000,0.776328125,-2.4374570846557617,2.7744812965393066,0.05865478515625
1701978671034322400,0.793322509765625,-2.361626625061035,2.7082109451293945,0.0913543701171875
1701978671051310300,0.810310302734375,-1.773064136505127,2.923344612121582,0.24887561798095703
1701978671068302800,0.827302734375,-1.4740406274795532,3.002377986907959,0.20303821563720703
1701978671085284400,0.844284423828125,-0.9760693311691284,3.2033305168151855,0.15246963500976562
1701978671102280700,0.86128076171875,-0.614632248878479,3.1839399337768555,0.3352642059326172
1701978671119271400,0.878271484375,0.005263566970825195,2.8326475620269775,0.6861705780029297
1701978671136251100,0.895251220703125,0.7431952953338623,2.3960788249969482,0.4105863571166992
1701978671153249800,0.912249755859375,1.4917114973068237,2.1577422618865967,0.047222137451171875
1701978671170241000,0.929240966796875,2.064772844314575,2.441967010498047,-0.11525821685791016
1701978671187226000,0.94622607421875,2.5533745288848877,2.9060235023498535,-0.05620765686035156
1701978671204208000,0.9632080078125,2.0064010620117188,1.8331739902496338,1.5723819732666016
1701978671221210000,0.980210205078125,1.7591334581375122,0.957449197769165,2.5813522338867188
1701978671238190300,0.9971904296875,1.2679556608200073,0.3850555419921875,2.2366561889648438
1701978671255186400,1.0141865234375,1.4284038543701172,-0.023046016693115234,1.1857900619506836
1701978671272190700,1.031190673828125,1.739585518836975,-0.3124351501464844,0.536346435546875
1701978671289168100,1.048168212890625,2.1728103160858154,-0.3201894760131836,0.7643117904663086
1701978671306160000,1.06516015625,2.3222556114196777,-0.31308746337890625,1.7492246627807617
1701978671323137500,1.082137451171875,1.8697075843811035,-0.2734098434448242,1.8640336990356445
1701978671340136700,1.09913671875,1.0736315250396729,-0.7733988761901855,1.4024620056152344
1701978671357128200,1.116128173828125,0.6489953994750977,-1.384732961654663,0.3879241943359375
1701978671374118100,1.1331181640625,0.8631385564804077,-1.846163272857666,-0.041767120361328125
1701978671391100200,1.15010009765625,1.3921198844909668,-2.5000991821289062,0.4368782043457031
1701978671408086000,1.1670859375,1.7977516651153564,-3.2998783588409424,1.5265388488769531
1701978671425087700,1.184087646484375,1.5229144096374512,-3.269256830215454,2.2828540802001953
1701978671442076700,1.20107666015625,0.9383965730667114,-2.7270073890686035,2.48184871673584
1701978671459054300,1.218054443359375,0.99361252784729,-2.180464267730713,2.0263633728027344
1701978671476056600,1.235056640625,0.9508305788040161,-2.2165331840515137,2.2231550216674805
1701978671493045000,1.252044921875,0.08736217021942139,-2.498020648956299,2.7014036178588867
1701978671510034200,1.2690341796875,-0.9306643009185791,-3.4604146480560303,2.3462133407592773
1701978671527022300,1.286022216796875,0.09949827194213867,-5.492218017578125,2.4635276794433594
1701978671544016400,1.303016357421875,1.3822368383407593,-5.276097297668457,2.049403190612793
1701978671561004300,1.32000439453125,0.9026482105255127,-4.324552536010742,1.7758941650390625
1701978671577981200,1.336981201171875,-0.12512826919555664,-4.710466384887695,2.5422868728637695
1701978671594981400,1.3539814453125,-0.5667147636413574,-5.327052116394043,2.9562015533447266
1701978671611964400,1.37096435546875,-1.5932031869888306,-5.575345039367676,2.811648368835449
1701978671628953300,1.387953369140625,-2.1038818359375,-6.0629425048828125,2.3986434936523438
1701978671645953500,1.40495361328125,-0.24186110496520996,-6.353911399841309,1.826303482055664
1701978671662943200,1.421943115234375,1.1930320262908936,-6.505542755126953,1.573307991027832
1701978671679935500,1.438935546875,1.7789417505264282,-6.399049758911133,1.7679357528686523
1701978671696918300,1.455918212890625,1.1833326816558838,-6.415997505187988,1.9431982040405273
1701978671713915000,1.472914794921875,0.7068077325820923,-6.150022029876709,1.8104286193847656
1701978671730904800,1.48990478515625,1.002943515777588,-5.784519195556641,1.5777158737182617
1701978671747895000,1.50689501953125,1.0182117223739624,-5.841073989868164,1.8118562698364258
1701978671764877600,1.523877685546875,1.1447091102600098,-6.269453048706055,1.9966249465942383
1701978671781873700,1.540873779296875,1.6711828708648682,-6.815587997436523,1.5264110565185547
1701978671798846700,1.5578466796875,2.533486843109131,-6.676850318908691,0.18150711059570312
1701978671815847700,1.57484765625,3.0955166816711426,-6.463203430175781,-0.6557474136352539
1701978671832823300,1.5918232421875,2.981889009475708,-5.9457621574401855,-0.8575267791748047
1701978671849834800,1.608834716796875,2.2406678199768066,-4.939549922943115,-0.7556076049804688
1701978671866819800,1.62581982421875,1.4005992412567139,-4.419328689575195,-0.3409767150878906
1701978671883814400,1.642814453125,0.7388604283332825,-4.143017768859863,-0.2972240447998047
1701978671900796400,1.65979638671875,0.8593651652336121,-4.216489315032959,-0.3280811309814453
1701978671917810200,1.67681005859375,1.3384191989898682,-3.9589552879333496,-0.6325578689575195
1701978671934778000,1.693778076171875,1.8984405994415283,-3.5033857822418213,-0.9989042282104492
1701978671951773400,1.7107734375,2.1941909790039062,-2.951554298400879,-1.4476432800292969
1701978671968761300,1.72776123046875,2.1384525299072266,-2.8660454750061035,-1.4177570343017578
1701978671985747700,1.744747802734375,2.5490646362304688,-2.6742637157440186,-1.008448600769043
