time,seconds_elapsed,z,y,x
1702137600128038000,0.015037841796875,0.23750019073486328,0.0641937255859375,0.1845412254333496
1702137600213997800,0.100997802734375,-0.3372378349304199,-0.43207693099975586,-0.0671079158782959
1702137600230991400,0.117991455078125,0.1415882110595703,-0.27310991287231445,0.7643698453903198
1702137600247982800,0.13498291015625,-0.09342622756958008,-0.1634378433227539,0.9154273271560669
1702137600264974600,0.151974609375,-0.3639044761657715,-0.44507312774658203,0.3760502338409424
1702137600281963000,0.168962890625,-0.5419168472290039,-0.6804690361022949,-0.15897881984710693
1702137600298955500,0.18595556640625,-0.4994468688964844,-0.6729474067687988,0.18553566932678223
1702137600315949300,0.20294921875,-0.5159955024719238,-0.5679006576538086,0.5450353622436523
1702137600332930300,0.219930419921875,-0.6597151756286621,-0.4953188896179199,0.500016450881958
1702137600349920000,0.236919921875,-0.8589987754821777,-0.2622990608215332,0.24957013130187988
1702137600366922000,0.253921875,-0.2261972427368164,-0.37834692001342773,0.27399230003356934
1702137600383910000,0.270909912109375,0.4924635887145996,-0.14712953567504883,1.122732400894165
1702137600400903400,0.2879033203125,1.4596266746520996,0.4813838005065918,2.4298160076141357
1702137600417895400,0.3048955078125,2.084383964538574,1.3864169120788574,2.760972499847412
1702137600434886000,0.321885986328125,2.362490177154541,2.2038393020629883,2.0277602672576904
1702137600451874000,0.3388740234375,2.51969575881958,3.022223949432373,1.4476940631866455
1702137600468869600,0.35586962890625,2.5263004302978516,4.273149013519287,1.5020849704742432
1702137600485859300,0.372859375,0.9666118621826172,4.455191135406494,2.091822385787964
1702137600502847200,0.38984716796875,-0.6408476829528809,2.7581400871276855,2.3885679244995117
1702137600519832000,0.40683203125,-0.8087358474731445,2.14030122756958,0.7528903484344482
1702137600536833000,0.4238330078125,-0.8700141906738281,2.495420455932617,-0.3129159212112427
1702137600553810200,0.44081005859375,-1.7128777503967285,1.945361614227295,-0.5130176544189453
1702137600570815200,0.457815185546875,-3.0548272132873535,1.244225025177002,-0.3742119073867798
1702137600587806700,0.474806640625,-4.482208251953125,0.3800339698791504,-0.7602087259292603
1702137600604798500,0.491798583984375,-4.8145294189453125,-0.6558957099914551,-0.7018400430679321
1702137600621786400,0.508786376953125,-4.79768180847168,-1.4335989952087402,-1.060840129852295
1702137600638767900,0.525767822265625,-4.827974319458008,-2.383174419403076,-1.245833158493042
1702137600655777500,0.542777587890625,-4.979156970977783,-3.0204405784606934,-1.3996162414550781
1702137600672765400,0.559765380859375,-5.156227111816406,-3.499199390411377,-1.7432594299316406
1702137600689742800,0.576742919921875,-5.4765238761901855,-4.046779632568359,-2.3135812282562256
1702137600706747400,0.593747314453125,-5.496488094329834,-4.84434700012207,-2.925938844680786
1702137600723736600,0.610736572265625,-5.304715633392334,-5.6116132736206055,-3.396700620651245
1702137600740731000,0.62773095703125,-5.796268939971924,-6.571007251739502,-4.032371520996094
1702137600757719600,0.644719482421875,-6.122478008270264,-7.629743576049805,-3.571157217025757
1702137600774700000,0.661699951171875,-5.121824264526367,-8.804082870483398,-3.739374876022339
1702137600791694600,0.678694580078125,-5.019127368927002,-9.543611526489258,-2.6863369941711426
1702137600808695000,0.695695068359375,-5.5721869468688965,-10.305787086486816,-1.5464413166046143
1702137600825685200,0.712685302734375,-5.5247979164123535,-11.495378494262695,-0.46172046661376953
1702137600842671000,0.729671142578125,-4.799102783203125,-12.803647994995117,3.832953453063965
1702137600859666000,0.746666015625,-3.1335387229919434,-12.576238632202148,7.865005016326904
1702137600876647200,0.763647216796875,-4.853733062744141,-11.556119918823242,9.159423828125
1702137600893643000,0.78064306640625,-6.869866371154785,-11.791386604309082,11.153063774108887
1702137600910642000,0.797641845703125,-4.528115749359131,-12.03760051727295,15.151397705078125
1702137600927630600,0.814630615234375,-1.5915231704711914,-12.090421676635742,20.990219116210938
1702137600944622300,0.831622314453125,-0.6984443664550781,-10.216590881347656,24.642284393310547
1702137600961613300,0.84861328125,-2.883857011795044,-8.769513130187988,25.536785125732422
1702137600978605300,0.865605224609375,-2.3138556480407715,-7.43320894241333,26.6401424407959
1702137600995597000,0.88259716796875,1.3213858604431152,-5.766254901885986,28.459117889404297
1702137601012583200,0.899583251953125,4.470150947570801,-4.066952228546143,29.952882766723633
1702137601029577500,0.916577392578125,6.420194625854492,-1.5516031980514526,32.10283660888672
1702137601046569500,0.933569580078125,4.927432537078857,0.7089203000068665,30.482812881469727
1702137601063557600,0.9505576171875,4.092255115509033,0.8697181940078735,29.728477478027344
1702137601080551200,0.96755126953125,6.157999038696289,-0.27904945611953735,30.3278751373291
1702137601097542400,0.98454248046875,11.434356689453125,-1.7229722738265991,31.399463653564453
1702137601114533000,1.001533203125,17.7563533782959,-3.2883248329162598,31.624588012695312
1702137601131523800,1.01852392578125,18.272411346435547,-4.349620819091797,31.636638641357422
1702137601148516900,1.035516845703125,15.41174030303955,-7.015702247619629,32.5354118347168
1702137601165505500,1.052505615234375,17.14352035522461,-10.09722900390625,32.51499938964844
1702137601182497300,1.069497314453125,19.893552780151367,-13.069793701171875,34.15400695800781
1702137601199491000,1.086490966796875,19.695941925048828,-15.603343963623047,33.201812744140625
1702137601216481800,1.103481689453125,21.462797164916992,-17.056852340698242,26.739593505859375
1702137601233469000,1.120468994140625,27.717336654663086,-16.203947067260742,17.824264526367188
1702137601250458600,1.137458740234375,33.36788558959961,-15.473638534545898,15.548019409179688
1702137601267455000,1.154455078125,30.0217342376709,-13.764839172363281,14.742790222167969
1702137601284445400,1.171445556640625,21.492935180664062,-10.33743667602539,12.538945198059082
1702137601301435100,1.18843505859375,15.884098052978516,-7.27687931060791,10.462512969970703
1702137601318434800,1.205434814453125,16.958789825439453,-7.540201663970947,10.953300476074219
1702137601335423200,1.22242333984375,18.565338134765625,-10.409162521362305,12.31159782409668
1702137601352406000,1.239406005859375,18.7985782623291,-11.388192176818848,13.140887260437012
1702137601369401600,1.256401611328125,15.346237182617188,-10.602278709411621,15.071435928344727
1702137601386393300,1.273393310546875,8.976635932922363,-9.956466674804688,19.54289436340332
1702137601403381500,1.290381591796875,4.252089500427246,-12.213122367858887,24.349246978759766
1702137601420375000,1.307375,4.471672534942627,-15.825976371765137,24.529159545898438
1702137601437366500,1.324366455078125,7.295551300048828,-17.752643585205078,19.3210391998291
1702137601454347000,1.341346923828125,10.20837688446045,-17.446041107177734,13.354085922241211
1702137601471349000,1.358348876953125,9.671860694885254,-15.410835266113281,10.031856536865234
1702137601488338700,1.375338623046875,8.849738121032715,-13.677748680114746,10.854687690734863
1702137601505329200,1.3923291015625,6.684624671936035,-12.796518325805664,12.483514785766602
1702137601522316300,1.40931640625,3.896930694580078,-11.888364791870117,10.57657527923584
1702137601539316200,1.426316162109375,2.70058012008667,-11.723761558532715,7.530251502990723
1702137601556305400,1.443305419921875,4.19579553604126,-13.157610893249512,5.997123718261719
1702137601573291300,1.460291259765625,8.381928443908691,-15.035901069641113,8.119890213012695
1702137601590285800,1.477285888671875,10.268115997314453,-15.437047004699707,13.07919979095459
1702137601607278600,1.494278564453125,7.503955841064453,-14.593608856201172,14.072487831115723
1702137601624266800,1.511266845703125,1.8595633506774902,-15.004257202148438,12.846162796020508
1702137601641261600,1.528261474609375,0.5198760032653809,-15.76876449584961,10.835938453674316
1702137601658240300,1.545240234375,9.104433059692383,-14.925874710083008,11.22337532043457
1702137601675245000,1.5622451171875,11.024531364440918,-14.453652381896973,15.337838172912598
1702137601692231000,1.57923095703125,4.240066051483154,-15.090476989746094,19.200092315673828
1702137601709225200,1.59622509765625,-1.8037344217300415,-16.08066177368164,17.679977416992188
1702137601726218800,1.61321875,-0.013841986656188965,-17.93417739868164,16.508365631103516
1702137601743201300,1.630201171875,8.296138763427734,-18.902996063232422,22.28412628173828
1702137601760191200,1.647191162109375,11.303586959838867,-17.44458770751953,29.148143768310547
1702137601777190700,1.664190673828125,5.7169623374938965,-14.568309783935547,29.709999084472656
1702137601794178600,1.681178466796875,0.5593459606170654,-13.277029037475586,30.36267852783203
1702137601811174100,1.698174072265625,-0.5463573932647705,-13.444642066955566,34.0716552734375
1702137601828162300,1.715162353515625,-0.24821686744689941,-14.500432968139648,38.94081115722656
1702137601845145900,1.732145751953125,2.0715506076812744,-16.553647994995117,41.9364128112793
1702137601862143000,1.74914306640625,5.001211166381836,-20.25765037536621,43.91791534423828
1702137601879138300,1.76613818359375,10.485428810119629,-22.702852249145508,47.10453414916992
1702137601896123100,1.783123046875,13.61336898803711,-22.09450912475586,49.34086227416992
1702137601913110500,1.800110595703125,12.434782981872559,-22.761072158813477,50.5606689453125
1702137601930109700,1.817109619140625,13.421624183654785,-26.388816833496094,49.7376708984375
1702137601947103700,1.834103759765625,18.454179763793945,-30.28780746459961,46.07383728027344
1702137601964089900,1.85108984375,23.0214786529541,-32.9033203125,40.13101577758789
1702137601981085400,1.86808544921875,24.324678421020508,-34.840274810791016,32.55216979980469
1702137601998064000,1.885064208984375,22.82961082458496,-34.63290023803711,24.71442413330078
1702137602015068700,1.902068603515625,19.05156707763672,-33.4874382019043,19.551422119140625
1702137602032054800,1.9190546875,14.93835735321045,-32.37444305419922,17.106782913208008
1702137602049049300,1.93604931640625,12.68005657196045,-31.307615280151367,15.290313720703125
